301,4,2,1,-5.6125,-6.3743
301,4,2,2,-3.5895,-5.8963
301,4,2,3,-5.6986,-6.3403
301,4,2,4,-1.2289,-1.5986
301,4,2,5,-2.5404,-1.9522
301,4,2,6,-2.9641,-0.17236
301,4,2,7,-5.2267,-4.7058
301,4,2,8,-1.5444,-2.9797
301,4,2,9,-1.3548,-2.0091
301,4,2,10,-1.9353,-5.948
301,4,3,1,41.856,39.594
301,4,3,2,40.053,41.761
301,4,3,3,34.406,32.04
301,4,3,4,29.347,28.448
301,4,3,5,27.393,27.29
301,4,3,6,17.189,11.434
301,4,3,7,32.563,39.901
301,4,3,8,18.891,10.307
301,4,3,9,10.59,10.403
301,4,3,10,23.281,23.193
301,4,3,11,17.964,19.096
301,4,3,12,14.84,-5.2973
301,4,3,13,16.839,11.725
301,4,3,14,14.935,17.398
301,4,3,15,10.511,2.7222
301,4,3,16,12.405,8.2128
301,4,3,17,16.889,18.119
301,4,3,18,11.744,12.738
301,4,3,19,15.98,17.938
301,4,3,20,9.9156,9.9233
301,4,3,21,11.141,7.6049
301,4,3,22,8.7431,10.12
301,4,3,23,10.961,11.245
301,4,3,24,9.0301,10.079
301,4,3,25,3.8916,0.057367
301,4,3,26,15.775,15.317
301,4,3,27,14.244,14.531
301,4,3,28,9.4358,11.672
301,4,3,29,11.392,9.7413
301,4,3,30,12.651,12.806
301,4,3,31,10.414,8.0411
301,4,3,32,11.259,11.204
301,4,3,33,10.429,9.6942
301,4,3,34,10.465,13.581
301,4,3,35,12.035,14.882
301,4,3,36,9.6929,9.6319
301,4,3,37,8.1619,6.986
301,4,3,38,10.843,14.387
301,4,3,39,5.6979,9.0623
301,4,3,40,10.24,11.066
301,4,4,1,-23.703,-20.764
301,4,4,2,-22.511,-23.309
301,4,4,3,-22.258,-19.426
301,4,4,4,-22.263,-19.836
301,4,4,5,-21.407,-20.195
301,4,4,6,-17.34,-17.249
301,4,4,7,-13.716,-13.43
301,4,4,8,-16.842,-22.45
301,4,4,9,-17.791,-16.683
301,4,4,10,-18.005,-17.756
301,4,4,11,-13.736,-18.118
301,4,4,12,-15.951,-17.389
301,4,4,13,-9.3868,-9.9687
301,4,4,14,-11.024,-10.399
301,4,4,15,-11.493,-9.89
301,4,4,16,-9.9508,-14.114
301,4,4,17,-13.845,-15.797
301,4,4,18,-8.8709,-9.3593
301,4,4,19,-8.3596,-11.894
301,4,4,20,-4.8987,-5.0283
301,4,5,1,34.901,35.484
301,4,5,2,27.727,25.903
301,4,5,3,23.257,23.519
301,4,5,4,20.976,20.084
301,4,5,5,26.383,27.964
301,4,5,6,19.318,19.499
301,4,5,7,17.776,17.395
301,4,5,8,12.241,12.375
301,4,5,9,15.474,17.818
301,4,5,10,13.531,17.712
301,4,5,11,11.188,14.084
301,4,5,12,6.53,9.3405
301,4,5,13,6.4837,8.8244
301,4,5,14,6.2119,7.676
301,4,5,15,4.5729,4.0072
301,4,5,16,5.394,6.0409
301,4,5,17,10.634,10.693
301,4,5,18,6.0678,8.3966
301,4,5,19,7.1885,8.8909
301,4,5,20,4.7747,6.0065
302,3,2,1,-5.8406,-7.0338
302,3,2,2,-3.0101,0.46817
302,3,2,3,-2.0098,-3.4868
302,3,2,4,-4.5752,-5.4451
302,3,2,5,-3.1829,-4.7523
302,3,2,6,-1.5209,-0.43143
302,3,2,7,-5.0633,-3.618
302,3,2,8,-6.3258,-5.4288
302,3,2,9,0.72758,8.3716
302,3,2,10,-1.0931,-3.9179
302,3,3,1,40.495,37.82
302,3,3,2,33.763,40.59
302,3,3,3,32.215,33.038
302,3,3,4,26.512,30.033
302,3,3,5,25.806,21.877
302,3,3,6,22.192,28.59
302,3,3,7,21.381,20.207
302,3,3,8,21.61,24.033
302,3,3,9,25.796,17.438
302,3,3,10,24.496,22.626
302,3,3,11,15.775,26.321
302,3,3,12,16.868,18.285
302,3,3,13,18.482,18.759
302,3,3,14,19.338,21.19
302,3,3,15,18.881,18.752
302,3,3,16,15.505,16.988
302,3,3,17,15.925,13.445
302,3,3,18,18.208,25.501
302,3,3,19,17.632,16.41
302,3,3,20,15.631,16.546
302,3,3,21,18.008,22.66
302,3,3,22,12.745,8.8545
302,3,3,23,13.495,17.029
302,3,3,24,12.321,16.121
302,3,3,25,16.703,11.508
302,3,3,26,14.399,18.563
302,3,3,27,12.844,13.014
302,3,3,28,12.517,-0.5063
302,3,3,29,12.235,18.065
302,3,3,30,10.553,15.347
302,3,3,31,12.526,11.269
302,3,3,32,18.942,8.8403
302,3,3,33,13.055,13.468
302,3,3,34,14.098,13.48
302,3,3,35,11.146,13.836
302,3,3,36,10.042,10.528
302,3,3,37,10.223,3.6607
302,3,3,38,8.7866,10.141
302,3,3,39,9.1098,13.714
302,3,3,40,7.7698,9.3157
302,3,4,1,-22.549,-32.438
302,3,4,2,-15.89,-23.681
302,3,4,3,-18.238,-23.815
302,3,4,4,-15.647,-19.194
302,3,4,5,-8.5399,-10.277
302,3,4,6,-9.7977,-8.5369
302,3,4,7,-13.246,-4.6956
302,3,4,8,-9.1944,-8.0261
302,3,4,9,-5.9919,-3.6109
302,3,4,10,-3.2662,-10.081
302,3,4,11,-8.159,-3.3687
302,3,4,12,-7.5964,-4.1817
302,3,4,13,-6.6662,-13.058
302,3,4,14,-6.7684,-10.951
302,3,4,15,-2.0987,-12.358
302,3,4,16,-6.029,-9.9327
302,3,4,17,-5.2853,-10.612
302,3,4,18,-4.5674,-7.3388
302,3,4,19,-7.3324,-7.3327
302,3,4,20,-8.8149,-5.3675
302,3,5,1,29.199,33.597
302,3,5,2,26.556,31.869
302,3,5,3,23.326,26.875
302,3,5,4,22.895,20.087
302,3,5,5,11.371,14.371
302,3,5,6,16.468,12.177
302,3,5,7,14.931,13.282
302,3,5,8,13.515,17.944
302,3,5,9,13.405,19.316
302,3,5,10,14.279,10.631
302,3,5,11,10.155,11.459
302,3,5,12,8.6478,10.832
302,3,5,13,14.096,9.1364
302,3,5,14,13.144,14.473
302,3,5,15,12.959,7.7448
302,3,5,16,9.9987,10.626
302,3,5,17,11.725,12.066
302,3,5,18,9.7152,9.037
302,3,5,19,7.6954,16.242
302,3,5,20,7.8295,12.298
303,3,2,1,-1.4378,8.4561
303,3,2,2,-4.1448,-6.4208
303,3,2,3,-0.53671,-1.6301
303,3,2,4,-4.7965,-3.8099
303,3,2,5,-1.5329,-1.4298
303,3,2,6,-2.7347,-4.8584
303,3,2,7,-2.042,1.6407
303,3,2,8,-1.166,-3.9527
303,3,2,9,-1.6904,0.45363
303,3,2,10,-1.0645,-1.0639
303,3,3,1,44.122,41.369
303,3,3,2,36.999,38.921
303,3,3,3,31.728,32.922
303,3,3,4,26.774,31.913
303,3,3,5,26.003,24.508
303,3,3,6,19.06,22.09
303,3,3,7,18.794,24.672
303,3,3,8,16.15,19.022
303,3,3,9,18.305,19.37
303,3,3,10,17.156,24.125
303,3,3,11,10.689,12.817
303,3,3,12,14.046,12.203
303,3,3,13,10.334,13.929
303,3,3,14,15.678,17.896
303,3,3,15,16.634,21.357
303,3,3,16,17.085,21.355
303,3,3,17,14.725,25.464
303,3,3,18,11.224,17.097
303,3,3,19,11.277,22.306
303,3,3,20,15.197,14.577
303,3,3,21,14.404,8.4057
303,3,3,22,10.634,9.6164
303,3,3,23,11.103,15.211
303,3,3,24,10.879,7.7518
303,3,3,25,10.029,13.021
303,3,3,26,9.8972,4.2115
303,3,3,27,9.2755,8.2508
303,3,3,28,8.5873,16.034
303,3,3,29,10.357,12.057
303,3,3,30,12.418,7.0706
303,3,3,31,5.7759,6.5729
303,3,3,32,7.7248,7.9244
303,3,3,33,8.334,6.2048
303,3,3,34,5.5711,3.8263
303,3,3,35,6.1587,5.8777
303,3,3,36,9.1181,8.8703
303,3,3,37,5.8451,6.6886
303,3,3,38,6.8786,9.8932
303,3,3,39,9.1769,5.5581
303,3,3,40,12.275,3.1796
303,3,4,1,-32.207,-31.218
303,3,4,2,-24.455,-29.778
303,3,4,3,-18.951,-24
303,3,4,4,-12.354,-10.404
303,3,4,5,-13.921,-16.587
303,3,4,6,-15.274,-18.027
303,3,4,7,-10.611,-6.9023
303,3,4,8,-14.541,-7.8552
303,3,4,9,-12.684,-13.842
303,3,4,10,-2.4296,-6.5529
303,3,4,11,-7.2997,-0.8014
303,3,4,12,-10.473,-8.0692
303,3,4,13,-5.8735,-14.087
303,3,4,14,-7.4253,-9.8854
303,3,4,15,-4.0519,-1.4037
303,3,4,16,-3.6505,-8.9564
303,3,4,17,-0.74583,-17.038
303,3,4,18,-9.9569,-29.169
303,3,4,19,-6.0765,-9.7735
303,3,4,20,-8.14,-5.6309
303,3,5,1,29.644,27.724
303,3,5,2,31.381,26.72
303,3,5,3,27.172,33.657
303,3,5,4,18.739,21.108
303,3,5,5,20.173,21.811
303,3,5,6,16.101,21.312
303,3,5,7,18.571,23.537
303,3,5,8,20.741,13.193
303,3,5,9,13.596,18.066
303,3,5,10,13.82,6.7808
303,3,5,11,16.092,18.542
303,3,5,12,15.031,14.821
303,3,5,13,10.563,14.565
303,3,5,14,10.379,13.166
303,3,5,15,8.2614,9.1465
303,3,5,16,13.61,13.714
303,3,5,17,10.885,15.207
303,3,5,18,10.617,21.87
303,3,5,19,9.5517,15.114
303,3,5,20,9.0196,8.9914
304,4,2,1,-1.6579,-1.8797
304,4,2,2,-0.62223,-6.8194
304,4,2,3,1.7008,1.6655
304,4,2,4,-2.5608,-2.7014
304,4,2,5,-5.5538,-3.6937
304,4,2,6,-2.1288,1.7636
304,4,2,7,-1.1112,5.2827
304,4,2,8,-0.3142,-3.4688
304,4,2,9,-3.5061,-4.816
