1,202,2,1,21
1,202,2,2,15
1,202,2,3,9
1,203,3,1,40
1,203,3,2,13
1,203,3,3,13
1,205,2,1,2
1,205,2,2,11
1,205,2,3,13
1,206,1,1,9
1,206,1,2,11
1,206,1,3,20
1,208,3,1,13
1,208,3,2,20
1,208,3,3,12
1,209,3,1,10
1,209,3,2,8
1,209,3,3,20
1,211,2,1,40
1,211,2,2,20
1,211,2,3,14
1,212,1,1,40
1,212,1,2,12
1,212,1,3,8
1,213,1,1,2
1,213,1,2,10
1,213,1,3,8
1,214,2,1,20
1,214,2,2,10
1,214,2,3,12
1,216,3,1,18
1,216,3,2,12
1,216,3,3,20
1,218,1,1,18
1,218,1,2,7
1,218,1,3,7
1,219,2,1,10
1,219,2,2,10
1,219,2,3,20
1,220,3,1,15
1,220,3,2,20
1,220,3,3,11
1,221,3,1,40
1,221,3,2,12
1,221,3,3,8
1,222,1,1,17
1,222,1,2,15
1,222,1,3,9
1,223,2,1,17
1,223,2,2,20
1,223,2,3,20
1,225,3,1,15
1,225,3,2,2
1,225,3,3,7
1,227,1,1,40
1,227,1,2,17
1,227,1,3,8
1,228,2,1,13
1,228,2,2,7
1,228,2,3,10
1,230,2,1,15
1,230,2,2,10
1,230,2,3,20
1,231,1,1,21
1,231,1,2,19
1,231,1,3,10
1,232,3,1,23
1,232,3,2,20
1,232,3,3,11
1,233,3,1,40
1,233,3,2,10
1,233,3,3,20
1,235,1,1,40
1,235,1,2,20
1,235,1,3,20
1,236,2,1,13
1,236,2,2,13
1,236,2,3,7
1,238,1,1,27
1,238,1,2,20
1,238,1,3,10
1,239,2,1,40
1,239,2,2,11
1,239,2,3,18
1,240,3,1,22
1,240,3,2,12
1,240,3,3,10
1,241,1,1,40
1,241,1,2,20
1,241,1,3,20
1,242,2,1,40
1,242,2,2,9
1,242,2,3,16
1,243,3,1,24
1,243,3,2,2
1,243,3,3,5
1,244,3,1,40
1,244,3,2,20
1,244,3,3,20
1,245,2,1,17
1,245,2,2,2
1,245,2,3,12
1,246,1,1,40
1,246,1,2,12
1,246,1,3,7
1,247,1,1,2
1,247,1,2,20
1,247,1,3,7
1,248,2,1,15
1,248,2,2,20
1,248,2,3,9
1,250,3,1,13
1,250,3,2,11
1,250,3,3,8
1,251,1,1,11
1,251,1,2,16
1,251,1,3,9
1,252,2,1,40
1,252,2,2,9
1,252,2,3,9
1,253,1,1,40
1,253,1,2,12
1,253,1,3,8
1,254,3,1,40
1,254,3,2,14
1,254,3,3,13
2,301,3,1,21
2,301,3,2,2
2,301,3,3,13
2,302,2,1,40
2,302,2,2,9
2,302,2,3,20
2,303,2,1,14
2,303,2,2,11
2,303,2,3,2
2,304,3,1,19
2,304,3,2,2
2,304,3,3,20
2,305,2,1,40
2,305,2,2,20
2,305,2,3,20
2,306,3,1,2
2,306,3,2,2
2,306,3,3,2
2,307,2,1,15
2,307,2,2,20
2,307,2,3,2
2,308,3,1,18
2,308,3,2,2
2,308,3,3,9
2,309,2,1,2
2,309,2,2,10
2,309,2,3,2
2,310,3,1,8
2,310,3,2,6
2,310,3,3,9
2,311,2,1,10
2,311,2,2,2
2,311,2,3,20
2,312,3,1,8
2,312,3,2,20
2,312,3,3,9
2,313,2,1,2
2,313,2,2,9
2,313,2,3,12
2,314,3,1,26
2,314,3,2,10
2,314,3,3,11
2,315,2,1,8
2,315,2,2,7
2,315,2,3,11
2,316,3,1,18
2,316,3,2,20
2,316,3,3,2
2,317,2,1,2
2,317,2,2,11
2,317,2,3,12
2,318,3,1,21
2,318,3,2,20
2,318,3,3,20
2,319,2,1,8
2,319,2,2,5
2,319,2,3,9
2,320,2,1,14
2,320,2,2,9
2,320,2,3,20
2,321,3,1,20
2,321,3,2,2
2,321,3,3,2
2,322,2,1,19
2,322,2,2,2
2,322,2,3,20
2,323,3,1,2
2,323,3,2,2
2,323,3,3,20
2,324,2,1,40
2,324,2,2,2
2,324,2,3,9
2,325,3,1,40
2,325,3,2,13
2,325,3,3,12
2,326,3,1,40
2,326,3,2,2
2,326,3,3,15
2,328,1,1,2
2,328,1,2,11
2,328,1,3,20
2,329,1,1,9
2,329,1,2,8
2,329,1,3,16
2,330,1,1,2
2,330,1,2,2
2,330,1,3,2
2,331,1,1,11
2,331,1,2,10
2,331,1,3,8
2,332,1,1,2
2,332,1,2,7
2,332,1,3,11
2,333,1,1,2
2,333,1,2,5
2,333,1,3,2
2,335,1,1,10
2,335,1,2,11
2,335,1,3,20
2,336,1,1,2
2,336,1,2,18
2,336,1,3,11
2,337,1,1,40
2,337,1,2,7
2,337,1,3,9
2,338,1,1,23
2,338,1,2,6
2,338,1,3,10
2,339,1,1,2
2,339,1,2,20
2,339,1,3,8
2,340,2,1,7
2,340,2,2,12
2,340,2,3,20
2,342,3,1,22
2,342,3,2,20
2,342,3,3,18
2,343,2,1,14
2,343,2,2,2
2,343,2,3,2
2,344,3,1,40
2,344,3,2,20
2,344,3,3,13
2,345,1,1,2
2,345,1,2,20
2,345,1,3,20
2,346,1,1,14
2,346,1,2,9
2,346,1,3,20
2,349,1,1,23
2,349,1,2,2
2,349,1,3,9
2,350,1,1,40
2,350,1,2,2
2,350,1,3,11
